x0,xf,f,nit,grad_norm,success
"(10, -20)",[ 1.32398907e-14 -3.46939315e+02],-3.135836161252581,200,2.3431913722625983e-05,False
"(10, -10)",[-1.06823052e-15 -2.72244177e+02],-3.1342595858247444,200,3.802485684771215e-05,False
"(10, 0)",[-2.09603745e-05 -3.08407558e+02],-3.1351180947055193,200,2.964244588882133e-05,False
"(10, 10)",[ 1.96969313e-14 -3.79276764e+02],-3.136326331977955,200,1.9611261440203114e-05,False
"(10, 20)",[-0.02507442 14.27231628],2.9952592372167604,200,0.040730240628787606,False
"(10, 30)",[-1.28820204e-02  2.42550151e+01],3.057233542793782,200,0.022467497775665417,False
"(10, 40)",[-9.86021459e-03  3.30317731e+01],3.080081396387231,200,0.01792034149015764,False
"(10, 50)",[-8.58144252e-03  4.12889593e+01],3.0925665641495863,200,0.01600167768992078,False
"(10, 60)",[-7.94148945e-03  4.91398140e+01],3.1004970940115277,200,0.015059155611352888,False
"(10, 70)",[-7.61269573e-03  5.66073646e+01],3.1059781107649815,200,0.01460262609863935,False
"(10, 80)",[-7.46506583e-03  6.36877302e+01],3.1099777253136494,200,0.014437097724070288,False
"(10, 90)",[-7.43849515e-03  7.03650472e+01],3.1130070735584177,200,0.01447249603395945,False
"(10, 100)",[-7.50315638e-03  7.66158365e+01],3.1153619238109016,200,0.014664767940695277,False
"(20, -100)",[-6.56919113e-15 -3.38586077e+02],-3.135694347901201,200,2.4600662038005842e-05,False
"(20, -90)",[ 1.03043117e-14 -3.04825412e+02],-3.1350421306284533,200,3.034211691751685e-05,False
"(20, -80)",[ 5.30180283e-15 -2.71062246e+02],-3.134227668182962,200,3.8356597044717e-05,False
"(20, -70)",[-1.57219644e-05 -3.56173948e+02],-3.135985206945079,200,2.2234215296157666e-05,False
"(20, -60)",[-2.13589955e-05 -3.05511599e+02],-3.135056819846681,200,3.020618112372023e-05,False
"(20, -50)",[ 7.33258127e-15 -3.82484057e+02],-3.1363704358550075,200,1.9284155635182497e-05,False
"(20, -40)",[ 5.71383693e-15 -3.06418115e+02],-3.1350761249167416,200,3.002800361050853e-05,False
"(20, -30)",[-1.78750690e-05 -3.34004735e+02],-3.1356135625611965,200,2.527916504866265e-05,False
"(20, -20)",[-1.58869915e-05 -3.54316710e+02],-3.1359558546662303,200,2.2467598812612208e-05,False
"(20, -10)",[-2.64222511e-05 -2.74635444e+02],-3.134323322503524,200,3.736670583419314e-05,False
"(20, 0)",[-2.23793087e-05 -2.98454849e+02],-3.1349025366711523,200,3.164912194678301e-05,False
"(20, 10)",[-2.64876979e-05 -2.74295353e+02],-3.134314325388949,200,3.745926153887609e-05,False
"(20, 20)",[-9.54887318e-03  1.82273741e+01],3.028113117182782,200,0.014180987290493788,False
"(20, 30)",[-4.74857468e-03  2.88133185e+01],3.070796160892126,200,0.007422119798349631,False
"(20, 40)",[-3.25722225e-03  3.89143958e+01],3.0894673747419854,200,0.0053302494341855985,False
"(20, 50)",[-2.55534317e-03  4.88821975e+01],3.1002256231167036,200,0.0043394832026966,False
"(20, 60)",[-2.15653259e-03  5.87898922e+01],3.107265409145963,200,0.0037697974374618142,False
"(20, 70)",[-1.90309220e-03  6.86613682e+01],3.1122412150963954,200,0.0034025594353245935,False
"(20, 80)",[-1.72951462e-03  7.85065107e+01],3.1159481139638765,200,0.003147271201224258,False
"(20, 90)",[-1.60407878e-03  8.83300760e+01],3.1188179094158035,200,0.0029600838457066385,False
"(20, 100)",[-1.50970203e-03  9.81346043e+01],3.121105956485616,200,0.0028172959734271735,False
"(30, -100)",[ 5.46137368e-15 -3.38586075e+02],-3.1356943478507553,200,2.460066247582341e-05,False
"(30, -90)",[-5.70149396e-15 -3.04825368e+02],-3.1350421296886593,200,3.034212560134168e-05,False
"(30, -80)",[ 6.36286068e-15 -2.71062084e+02],-3.134227663781993,200,3.835664288761711e-05,False
"(30, -70)",[-1.57220359e-05 -3.56173138e+02],-3.1359851942039056,200,2.2234316339580335e-05,False
"(30, -60)",[-2.13594164e-05 -3.05508585e+02],-3.135056755458146,200,3.0206776324073103e-05,False
"(30, -50)",[ 1.24987843e-15 -3.44406517e+02],-3.135793887471692,200,2.377733543142179e-05,False
"(30, -40)",[-1.44940403e-05 -3.70974748e+02],-3.136208632768154,200,2.0497668321293032e-05,False
"(30, -30)",[-3.76519698e-16 -3.50510051e+02],-3.135894722414575,200,2.2957582631541673e-05,False
"(30, -20)",[ 1.32324571e-14 -3.57944752e+02],-3.136012909919301,200,2.201506526867362e-05,False
"(30, -10)",[-4.90406157e-15 -3.91728857e+02],-3.136493526170197,200,1.8385783483975943e-05,False
"(30, 0)",[-2.22173565e-05 -2.99542408e+02],-3.1349267872792126,200,3.1420086907296234e-05,False
"(30, 10)",[-2.13152745e-05 -3.05825258e+02],-3.1350635124271076,200,3.014435034369163e-05,False
"(30, 20)",[-7.77199653e-03  1.86467367e+01],3.0307501257357696,200,0.011218048994217128,False
"(30, 30)",[-3.60935385e-03  2.92742087e+01],3.0719292305170134,200,0.005368660673230643,False
"(30, 40)",[-2.31891041e-03  3.94503622e+01],3.0901826711008424,200,0.0035688422405468962,False
"(30, 50)",[-1.71969536e-03  4.95109653e+01],3.100754414691424,200,0.002735188933971415,False
"(30, 60)",[-1.38399824e-03  5.95262882e+01],3.107691923363768,200,0.0022671181542931822,False
"(30, 70)",[-1.17341251e-03  6.95189763e+01],3.1126043391166323,200,0.001971785945805244,False
"(30, 80)",[-1.03081247e-03  7.94982425e+01],3.11626859066068,200,0.0017701532574655556,False
"(30, 90)",[-9.28755271e-04  8.94684504e+01],3.119107958675009,200,0.0016244500450996384,False
"(30, 100)",[-8.52586409e-04  9.94319028e+01],3.121373321444321,200,0.001514572161904622,False
"(40, -100)",[-3.77727567e-15 -3.38585918e+02],-3.135694345127983,200,2.460068517542685e-05,False
"(40, -90)",[-4.00410431e-15 -3.04824985e+02],-3.1350421214706463,200,3.0342201737274372e-05,False
"(40, -80)",[-5.45861235e-15 -2.71061047e+02],-3.134227635653118,200,3.835693586772822e-05,False
"(40, -70)",[-1.57224849e-05 -3.56168045e+02],-3.135985114131723,200,2.2234951349106722e-05,False
"(40, -60)",[ 1.45596121e-14 -3.20751074e+02],-3.1353668778478005,200,2.7408168378594866e-05,False
"(40, -50)",[-2.12791262e-05 -3.06085320e+02],-3.135069051016621,200,3.0093228836342394e-05,False
"(40, -40)",[-2.07934038e-05 -3.09645265e+02],-3.135143933978244,200,2.940631368930371e-05,False
"(40, -30)",[-8.45244014e-16 -3.26781388e+02],-3.1354815948403187,200,2.64074028490813e-05,False
"(40, -20)",[ 1.27521183e-14 -3.47223260e+02],-3.135840862060054,200,2.3393659285242208e-05,False
"(40, -10)",[ 4.76397588e-15 -3.91404848e+02],-3.1364893103404548,200,1.8416198247576363e-05,False
"(40, 0)",[-2.31834714e-05 -2.93224520e+02],-3.134783401046668,200,3.278637972798477e-05,False
"(40, 10)",[ 1.59856124e-15 -2.72965622e+02],-3.134278932602882,200,3.782447499833696e-05,False
